sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,status,payment,order_date,delivery_date,delivery_time,age_group
1826,370,663,93,2,186,Jacket,Coach,L,violet,115,80,"A violet coloured, L sized, Coach Jacket",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1827,370,84,118,1,118,Shirt,Flannel,XL,yellow,96,72,"A yellow coloured, XL sized, Flannel Shirt",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1828,370,354,94,1,94,Shirt,Henley,XL,red,92,59,"A red coloured, XL sized, Henley Shirt",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1829,370,901,94,2,188,Trousers,Cords,S,indigo,113,60,"A indigo coloured, S sized, Cords Trousers",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1830,370,1141,102,1,102,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1831,370,30,96,2,192,Shirt,Oxford Cloth,XS,violet,114,74,"A violet coloured, XS sized, Oxford Cloth Shirt",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1832,370,334,109,1,109,Shirt,Mandarin Collar,XL,green,108,79,"A green coloured, XL sized, Mandarin Collar Shirt",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1833,370,1125,102,3,306,Trousers,Cargo Pants,XS,orange,106,43,"A orange coloured, XS sized, Cargo Pants Trousers",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1834,370,944,96,3,288,Trousers,Drawstring,XL,violet,104,80,"A violet coloured, XL sized, Drawstring Trousers",986,fulan 986,Prefer not to say,38,1853 Dickens LaneSuite 406,2972,Turcottetown,Australian Capital Territory,Australia,Active,53990.0,2021-01-22,2021-02-11,20.0,Adults
1835,371,475,118,1,118,Jacket,Puffer,XS,blue,110,57,"A blue coloured, XS sized, Puffer Jacket",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1836,371,291,105,2,210,Shirt,Cuban Collar,S,yellow,93,41,"A yellow coloured, S sized, Cuban Collar Shirt",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1837,371,147,91,3,273,Shirt,Linen,M,orange,116,42,"A orange coloured, M sized, Linen Shirt",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1838,371,628,112,2,224,Jacket,Cardigan,L,violet,118,66,"A violet coloured, L sized, Cardigan Jacket",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1839,371,643,93,2,186,Jacket,Coach,L,yellow,115,53,"A yellow coloured, L sized, Coach Jacket",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1840,371,540,98,3,294,Jacket,Leather,XS,green,113,57,"A green coloured, XS sized, Leather Jacket",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1841,371,1013,106,1,106,Trousers,Wool,L,violet,111,61,"A violet coloured, L sized, Wool Trousers",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,28931.0,2021-08-29,2021-09-15,17.0,Adults
1842,372,626,112,1,112,Jacket,Cardigan,S,violet,118,49,"A violet coloured, S sized, Cardigan Jacket",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1843,372,947,97,2,194,Trousers,Slim-Fit,M,red,119,67,"A red coloured, M sized, Slim-Fit Trousers",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1844,372,79,118,1,118,Shirt,Flannel,XL,orange,96,50,"A orange coloured, XL sized, Flannel Shirt",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1845,372,813,117,1,117,Jacket,Shearling,L,orange,95,58,"A orange coloured, L sized, Shearling Jacket",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1846,372,1126,102,3,306,Trousers,Cargo Pants,S,orange,106,60,"A orange coloured, S sized, Cargo Pants Trousers",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1847,372,275,95,1,95,Shirt,Polo,XS,violet,117,67,"A violet coloured, XS sized, Polo Shirt",991,fulan 991,Prefer not to say,30,8164 Stanton IslandApt. 438,4952,North Andrew,Tasmania,Australia,Active,51705.0,2021-03-14,2021-03-19,5.0,Adults
1848,373,86,118,1,118,Shirt,Flannel,S,green,96,57,"A green coloured, S sized, Flannel Shirt",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1849,373,36,104,3,312,Shirt,Dress,S,red,119,72,"A red coloured, S sized, Dress Shirt",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1850,373,1232,112,2,224,Trousers,Tracksuit Bottoms,M,orange,91,47,"A orange coloured, M sized, Tracksuit Bottoms Trousers",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1851,373,1116,115,2,230,Trousers,Cropped,S,violet,99,66,"A violet coloured, S sized, Cropped Trousers",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1852,373,213,106,1,106,Shirt,Chambray,L,red,105,44,"A red coloured, L sized, Chambray Shirt",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1853,373,370,94,1,94,Shirt,Henley,XS,blue,92,61,"A blue coloured, XS sized, Henley Shirt",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1854,373,830,117,3,351,Jacket,Shearling,XS,indigo,95,68,"A indigo coloured, XS sized, Shearling Jacket",581,fulan 581,Prefer not to say,40,11 Nader ParadeApt. 016,9022,Hackettland,South Australia,Australia,Active,25727.0,2021-03-13,2021-04-03,21.0,Adults
1855,374,557,98,2,196,Jacket,Leather,M,violet,113,40,"A violet coloured, M sized, Leather Jacket",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1856,374,86,118,2,236,Shirt,Flannel,S,green,96,57,"A green coloured, S sized, Flannel Shirt",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1857,374,182,98,3,294,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1858,374,1182,99,3,297,Trousers,High-Waisted,M,indigo,98,61,"A indigo coloured, M sized, High-Waisted Trousers",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1859,374,316,109,3,327,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1860,374,266,95,3,285,Shirt,Polo,S,blue,117,76,"A blue coloured, S sized, Polo Shirt",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1861,374,1230,112,1,112,Trousers,Tracksuit Bottoms,XS,orange,91,57,"A orange coloured, XS sized, Tracksuit Bottoms Trousers",981,fulan 981,Prefer not to say,47,78 Ryan TrackSuite 283,2064,Hannahberg,Australian Capital Territory,Australia,Active,25047.0,2021-06-05,2021-06-20,15.0,Adults
1862,375,778,91,1,91,Jacket,Pullover,L,orange,114,56,"A orange coloured, L sized, Pullover Jacket",655,fulan 655,Prefer not to say,77,107 Xavier MewsApt. 927,3354,Mitchellhaven,South Australia,Australia,Active,19991.0,2021-01-20,2021-01-26,6.0,Seniors
1863,375,1122,102,2,204,Trousers,Cargo Pants,M,red,106,52,"A red coloured, M sized, Cargo Pants Trousers",655,fulan 655,Prefer not to say,77,107 Xavier MewsApt. 927,3354,Mitchellhaven,South Australia,Australia,Active,19991.0,2021-01-20,2021-01-26,6.0,Seniors
1864,375,654,93,3,279,Jacket,Coach,XL,blue,115,46,"A blue coloured, XL sized, Coach Jacket",655,fulan 655,Prefer not to say,77,107 Xavier MewsApt. 927,3354,Mitchellhaven,South Australia,Australia,Active,19991.0,2021-01-20,2021-01-26,6.0,Seniors
1865,376,217,106,1,106,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1866,376,1039,90,3,270,Trousers,Relaxed Leg,XL,blue,95,40,"A blue coloured, XL sized, Relaxed Leg Trousers",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1867,376,268,95,3,285,Shirt,Polo,L,blue,117,77,"A blue coloured, L sized, Polo Shirt",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1868,376,966,97,1,97,Trousers,Slim-Fit,S,blue,119,49,"A blue coloured, S sized, Slim-Fit Trousers",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1869,376,206,98,1,98,Shirt,Camp Collared,S,violet,112,80,"A violet coloured, S sized, Camp Collared Shirt",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1870,376,973,97,1,97,Trousers,Slim-Fit,L,indigo,119,48,"A indigo coloured, L sized, Slim-Fit Trousers",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1871,376,587,100,2,200,Jacket,Bomber,M,indigo,90,52,"A indigo coloured, M sized, Bomber Jacket",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1872,376,110,92,2,184,Shirt,Denim,XS,orange,115,45,"A orange coloured, XS sized, Denim Shirt",571,fulan 571,Prefer not to say,22,5567 Clarke MallApt. 756,4043,Jordanside,Australian Capital Territory,Australia,Active,15454.0,2021-07-04,2021-07-17,13.0,Youth
1873,377,1145,102,1,102,Trousers,Cargo Pants,XS,indigo,106,51,"A indigo coloured, XS sized, Cargo Pants Trousers",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1874,377,1006,106,3,318,Trousers,Wool,S,indigo,111,45,"A indigo coloured, S sized, Wool Trousers",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1875,377,197,98,2,196,Shirt,Camp Collared,M,blue,112,65,"A blue coloured, M sized, Camp Collared Shirt",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1876,377,235,106,3,318,Shirt,Chambray,XS,indigo,105,75,"A indigo coloured, XS sized, Chambray Shirt",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1877,377,968,97,1,97,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1878,377,851,113,2,226,Trousers,Chinos,S,yellow,100,40,"A yellow coloured, S sized, Chinos Trousers",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1879,377,628,112,1,112,Jacket,Cardigan,L,violet,118,66,"A violet coloured, L sized, Cardigan Jacket",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1880,377,126,92,1,92,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",21,fulan 21,Prefer not to say,31,93 Doherty MewsSuite 649,1133,South Callum,Tasmania,Australia,Active,24815.0,2021-05-19,2021-05-28,9.0,Adults
1881,378,674,113,1,113,Jacket,Parka,XL,orange,119,68,"A orange coloured, XL sized, Parka Jacket",623,fulan 623,Prefer not to say,57,64 Andrew StreetSuite 948,3236,West Ashley,South Australia,Australia,Active,37922.0,2021-09-29,2021-10-25,26.0,Adults
1882,378,1253,112,2,224,Trousers,Tracksuit Bottoms,L,indigo,91,50,"A indigo coloured, L sized, Tracksuit Bottoms Trousers",623,fulan 623,Prefer not to say,57,64 Andrew StreetSuite 948,3236,West Ashley,South Australia,Australia,Active,37922.0,2021-09-29,2021-10-25,26.0,Adults
1883,378,715,119,2,238,Jacket,Trench Coat,XS,green,112,62,"A green coloured, XS sized, Trench Coat Jacket",623,fulan 623,Prefer not to say,57,64 Andrew StreetSuite 948,3236,West Ashley,South Australia,Australia,Active,37922.0,2021-09-29,2021-10-25,26.0,Adults
1884,379,111,92,1,92,Shirt,Denim,S,orange,115,69,"A orange coloured, S sized, Denim Shirt",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1885,379,1016,90,1,90,Trousers,Relaxed Leg,S,red,95,70,"A red coloured, S sized, Relaxed Leg Trousers",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1886,379,530,98,1,98,Jacket,Leather,XS,orange,113,63,"A orange coloured, XS sized, Leather Jacket",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1887,379,581,100,3,300,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1888,379,983,106,1,106,Trousers,Wool,L,red,111,74,"A red coloured, L sized, Wool Trousers",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1889,379,533,98,1,98,Jacket,Leather,L,orange,113,78,"A orange coloured, L sized, Leather Jacket",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1890,379,82,118,1,118,Shirt,Flannel,M,yellow,96,59,"A yellow coloured, M sized, Flannel Shirt",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1891,379,221,106,2,212,Shirt,Chambray,S,yellow,105,40,"A yellow coloured, S sized, Chambray Shirt",467,fulan 467,Prefer not to say,53,0189 Anna KnollSuite 703,7040,O'reillychester,South Australia,Australia,Active,15378.0,2021-02-13,2021-02-15,2.0,Adults
1892,380,87,118,1,118,Shirt,Flannel,M,green,96,66,"A green coloured, M sized, Flannel Shirt",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1893,380,393,119,3,357,Shirt,Casual Slim Fit,L,orange,113,76,"A orange coloured, L sized, Casual Slim Fit Shirt",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1894,380,49,104,2,208,Shirt,Dress,XL,yellow,119,75,"A yellow coloured, XL sized, Dress Shirt",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1895,380,182,98,3,294,Shirt,Camp Collared,M,orange,112,65,"A orange coloured, M sized, Camp Collared Shirt",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1896,380,1256,112,2,224,Trousers,Tracksuit Bottoms,S,violet,91,48,"A violet coloured, S sized, Tracksuit Bottoms Trousers",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1897,380,522,102,1,102,Jacket,Windbreaker,M,violet,109,64,"A violet coloured, M sized, Windbreaker Jacket",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1898,380,616,112,2,224,Jacket,Cardigan,S,blue,118,53,"A blue coloured, S sized, Cardigan Jacket",75,fulan 75,Prefer not to say,75,96 Caitlin HillSuite 366,9777,Smythland,South Australia,Australia,Active,13269.0,2021-03-22,2021-03-28,6.0,Seniors
1899,381,842,113,3,339,Trousers,Chinos,M,red,100,54,"A red coloured, M sized, Chinos Trousers",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1900,381,440,107,3,321,Jacket,Denim,XS,blue,92,49,"A blue coloured, XS sized, Denim Jacket",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1901,381,472,118,3,354,Jacket,Puffer,M,green,110,72,"A green coloured, M sized, Puffer Jacket",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1902,381,1218,105,3,315,Trousers,Pleated,L,indigo,90,73,"A indigo coloured, L sized, Pleated Trousers",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1903,381,703,119,3,357,Jacket,Trench Coat,L,red,112,70,"A red coloured, L sized, Trench Coat Jacket",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1904,381,1079,93,2,186,Trousers,Joggers,XL,indigo,94,66,"A indigo coloured, XL sized, Joggers Trousers",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1905,381,1114,115,3,345,Trousers,Cropped,XL,indigo,99,58,"A indigo coloured, XL sized, Cropped Trousers",258,fulan 258,Female,62,2719 Dietrich KnollApt. 175,1252,South Declan,Queensland,Australia,Active,36550.0,2021-04-11,2021-05-03,22.0,Adults
1906,382,971,97,2,194,Trousers,Slim-Fit,S,indigo,119,41,"A indigo coloured, S sized, Slim-Fit Trousers",791,fulan 791,Prefer not to say,34,3285 Kai MewsApt. 727,8839,Elijahshire,Queensland,Australia,Active,24647.0,2021-05-04,2021-05-15,11.0,Adults
1907,382,650,93,3,279,Jacket,Coach,XS,blue,115,51,"A blue coloured, XS sized, Coach Jacket",791,fulan 791,Prefer not to say,34,3285 Kai MewsApt. 727,8839,Elijahshire,Queensland,Australia,Active,24647.0,2021-05-04,2021-05-15,11.0,Adults
1908,382,1022,90,1,90,Trousers,Relaxed Leg,M,orange,95,74,"A orange coloured, M sized, Relaxed Leg Trousers",791,fulan 791,Prefer not to say,34,3285 Kai MewsApt. 727,8839,Elijahshire,Queensland,Australia,Active,24647.0,2021-05-04,2021-05-15,11.0,Adults
1909,382,894,94,1,94,Trousers,Cords,XL,green,113,49,"A green coloured, XL sized, Cords Trousers",791,fulan 791,Prefer not to say,34,3285 Kai MewsApt. 727,8839,Elijahshire,Queensland,Australia,Active,24647.0,2021-05-04,2021-05-15,11.0,Adults
1910,383,565,100,3,300,Jacket,Bomber,XS,orange,90,80,"A orange coloured, XS sized, Bomber Jacket",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1911,383,1233,112,1,112,Trousers,Tracksuit Bottoms,L,orange,91,73,"A orange coloured, L sized, Tracksuit Bottoms Trousers",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1912,383,504,102,2,204,Jacket,Windbreaker,XL,yellow,109,58,"A yellow coloured, XL sized, Windbreaker Jacket",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1913,383,882,94,1,94,Trousers,Cords,M,orange,113,53,"A orange coloured, M sized, Cords Trousers",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1914,383,968,97,1,97,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1915,383,805,117,1,117,Jacket,Shearling,XS,red,95,74,"A red coloured, XS sized, Shearling Jacket",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,36564.0,2021-09-08,2021-09-14,6.0,Seniors
1916,384,303,105,2,210,Shirt,Cuban Collar,L,blue,93,65,"A blue coloured, L sized, Cuban Collar Shirt",709,fulan 709,Prefer not to say,65,4680 Cartwright TrailSuite 706,330,East Lillyville,Victoria,Australia,Active,39383.0,2021-05-27,2021-06-22,26.0,Seniors
1917,384,810,117,2,234,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",709,fulan 709,Prefer not to say,65,4680 Cartwright TrailSuite 706,330,East Lillyville,Victoria,Australia,Active,39383.0,2021-05-27,2021-06-22,26.0,Seniors
1918,384,569,100,2,200,Jacket,Bomber,XL,orange,90,69,"A orange coloured, XL sized, Bomber Jacket",709,fulan 709,Prefer not to say,65,4680 Cartwright TrailSuite 706,330,East Lillyville,Victoria,Australia,Active,39383.0,2021-05-27,2021-06-22,26.0,Seniors
1919,385,278,95,2,190,Shirt,Polo,L,violet,117,76,"A violet coloured, L sized, Polo Shirt",146,fulan 146,Prefer not to say,50,348 Johnston RoadSuite 155,6824,North Kayla,Western Australia,Australia,Active,43155.0,2021-08-08,2021-08-24,16.0,Adults
1920,385,440,107,2,214,Jacket,Denim,XS,blue,92,49,"A blue coloured, XS sized, Denim Jacket",146,fulan 146,Prefer not to say,50,348 Johnston RoadSuite 155,6824,North Kayla,Western Australia,Australia,Active,43155.0,2021-08-08,2021-08-24,16.0,Adults
1921,385,678,113,1,113,Jacket,Parka,L,yellow,119,72,"A yellow coloured, L sized, Parka Jacket",146,fulan 146,Prefer not to say,50,348 Johnston RoadSuite 155,6824,North Kayla,Western Australia,Australia,Active,43155.0,2021-08-08,2021-08-24,16.0,Adults
1922,385,1172,99,1,99,Trousers,High-Waisted,M,green,98,51,"A green coloured, M sized, High-Waisted Trousers",146,fulan 146,Prefer not to say,50,348 Johnston RoadSuite 155,6824,North Kayla,Western Australia,Australia,Active,43155.0,2021-08-08,2021-08-24,16.0,Adults
1923,386,1064,93,3,279,Trousers,Joggers,XL,yellow,94,69,"A yellow coloured, XL sized, Joggers Trousers",458,fulan 458,Prefer not to say,42,06 Toby KnollApt. 679,1086,Mayaview,Queensland,Australia,Active,34948.0,2021-02-14,2021-03-03,17.0,Adults
1924,386,971,97,2,194,Trousers,Slim-Fit,S,indigo,119,41,"A indigo coloured, S sized, Slim-Fit Trousers",458,fulan 458,Prefer not to say,42,06 Toby KnollApt. 679,1086,Mayaview,Queensland,Australia,Active,34948.0,2021-02-14,2021-03-03,17.0,Adults
1925,386,744,109,2,218,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket",458,fulan 458,Prefer not to say,42,06 Toby KnollApt. 679,1086,Mayaview,Queensland,Australia,Active,34948.0,2021-02-14,2021-03-03,17.0,Adults
